"regression of strut rate vs. distance to hens, time from sunrise",,,,,,,,,,,,,,,,,
1,28,0.028,2,90,0,14.18092498,13.818965,,784,28,190.9637937,13.818965,,,,,
1,36,0.033,2,90,0,13.76061003,22.23928,,1296,36,494.5855749,22.23928,,,,,
1,22,0.011,3,90,0,11.85227001,10.14758,,484,22,102.9733799,10.14758,,,,,
0,5,0.038,1,90,0,16.98243441,-11.982504,,25,5,143.5804021,-11.982504,,,,,
3,0,0.056,3,90,0,8.489749966,-8.4899,,0,0,72.07840201,-8.4899,,,,,
3,27,0.040,3,90,0,9.69815565,17.301694,,729,27,299.3486153,17.301694,,,,,
1,9,0.020,3,90,0,11.16925812,-2.1694081,,81,9,4.706331504,-2.1694081,,,,,
1,27,0.013,2,90,0,15.33679125,11.663099,,729,27,136.0278783,11.663099,,,,,
3,33,0.016,1,90,0,18.66369439,14.336236,,1089,33,205.5276626,14.336236,,,,,
1,32,0.035,1,90,0,17.24513127,14.754799,,1024,32,217.7040935,14.754799,,,,,
3,0,0.028,3,90,0,10.53878564,-10.538936,,0,0,111.069172,-10.538936,,,,,
1,11,0.033,3,90,0,10.17101003,0.82884,,121,11,0.686975746,0.82884,,,,,
1,4,0.029,3,90,0,10.48624622,-6.4863963,,16,4,42.07333696,-6.4863963,,,,,
1,31,0.027,1,90,0,17.8230644,13.176866,,961,31,173.6297976,13.176866,,,,,
3,43,0.016,1,90,0,18.66369439,24.336236,,1849,43,592.2523826,24.336236,,,,,
0,29,0.006,2,90,0,15.80964563,13.190244,,841,29,173.9825368,13.190244,,,,,
3,2,0.011,3,90,0,11.85227001,-9.85242,,4,2,97.07017986,-9.85242,,,,,
3,13,0.044,3,90,0,9.382919375,3.6169306,,169,13,13.08218697,3.6169306,,,,,
3,32,0.035,1,90,0,17.24513127,14.754799,,1024,32,217.7040935,14.754799,,,,,
3,21,0.057,1,90,0,15.56387128,5.4360587,,441,21,29.55073419,5.4360587,,,,,
1,0,-0.001,3,90,0,12.74543937,-12.745589,,0,0,162.450039,-12.745589,,,,,
3,14,0.003,2,89,0,16.0723425,-2.0724525,,196,14,4.295059365,-2.0724525,,,,,
0,0,-0.003,0,90,0,23.6718575,-23.671888,,0,0,560.3582815,-23.671888,,,,,
0,20,0.062,3,90,0,8.016895591,11.982954,,400,20,143.5911866,11.982954,,,,,
3,16,0.002,2,90,0,16.12488188,-0.12499188,,256,16,0.01562297,-0.12499188,,,,,
1,19,0.027,1,90,0,17.8230644,1.1768656,,361,19,1.38501264,1.1768656,,,,,
0,0,0.015,3,90,0,11.58957315,-11.589723,,0,0,134.3216792,-11.589723,,,,,
0,0,0.060,3,90,0,8.174513767,-8.1746638,,0,0,66.82512824,-8.1746638,,,,,
1,20,0.031,1,90,0,17.56036747,2.4395625,,400,20,5.951465191,2.4395625,,,,,
0,0,0.054,3,90,0,8.594828725,-8.5949787,,0,0,73.87365885,-8.5949787,,,,,
0,0,0.016,0,90,0,22.25329439,-22.253324,,0,0,495.210429,-22.253324,,,,,
3,16,0.001,2,90,0,16.17742125,-0.17753125,,256,16,0.031517345,-0.17753125,,,,,
0,8,0.044,0,90,0,20.15171938,-12.151749,,64,8,147.6650038,-12.151749,,,,,
0,6,0.052,3,90,0,8.7524469,-2.7525969,,36,6,7.576789694,-2.7525969,,,,,
0,34,0.017,3,90,0,11.37941563,22.620434,,1156,34,511.6840343,22.620434,,,,,
0,1,0.052,3,90,0,8.7524469,-7.7525969,,1,1,60.10275869,-7.7525969,,,,,
1,1,0.042,3,90,0,9.540537475,-8.5406875,,1,1,72.94334297,-8.5406875,,,,,
1,11,-0.007,1,90,0,20.39749375,-9.3975637,,121,11,88.3142035,-9.3975637,,,,,
1,10,0.049,2,90,0,12.60474376,-2.6048538,,100,10,6.785263319,-2.6048538,,,,,
0,23,0.040,3,90,0,9.69815565,13.301694,,529,23,176.9350633,13.301694,,,,,
3,28,-0.008,1,90,0,20.5025725,7.4973575,,784,28,56.21036948,7.4973575,,,,,
1,19,0.060,1,90,0,15.30117435,3.6987556,,361,19,13.68079299,3.6987556,,,,,
0,16,0.064,3,90,0,7.859277492,8.1405725,,256,16,66.26892063,8.1405725,,,,,
3,8,0.040,3,90,0,9.69815565,-1.6983056,,64,8,2.884241911,-1.6983056,,,,,
0,0,-0.002,3,90,0,12.85051812,-12.850668,,0,0,165.139668,-12.850668,,,,,
0,22,0.000,2,90,0,16.2825,5.71739,,484,22,32.68854841,5.71739,,,,,
0,18,-0.002,1,89,0,20.02971812,-2.0297881,,324,18,4.120039731,-2.0297881,,,,,
0,11,0.006,0,88,0,22.98884563,-11.988876,,121,11,143.7331477,-11.988876,,,,,
0,26,0.021,0,89,0,21.88551878,4.1144513,,676,26,16.9287095,4.1144513,,,,,
1,39,0.011,1,89,0,19.03147001,19.96846,,1521,39,398.7393948,19.96846,,,,,
1,8,0.067,3,89,0,7.649119975,0.35073,,64,8,0.123011533,0.35073,,,,,
0,16,0.038,3,89,0,9.803234409,6.1966156,,256,16,38.39804489,6.1966156,,,,,
0,27,0.014,2,89,0,15.23171249,11.768178,,729,27,138.4900134,11.768178,,,,,
1,19,0.006,3,89,0,12.272585,6.727265,,361,19,45.25609438,6.727265,,,,,
1,40,0.022,1,89,0,18.19084002,21.80909,,1600,40,475.6364066,21.80909,,,,,
0,11,0.019,3,89,0,11.22179753,-0.2219475,,121,11,0.049260693,-0.2219475,,,,,
0,0,0.008,3,89,0,12.0624275,-12.062577,,0,0,145.5057639,-12.062577,,,,,
1,0,0.045,0,89,0,20.04664062,-20.046671,,0,0,401.8690182,-20.046671,,,,,
1,0,0.034,3,89,0,10.11847061,-10.118621,,0,0,102.3864909,-10.118621,,,,,
1,30,0.023,1,89,0,18.1383006,11.861629,,900,30,140.6982425,11.861629,,,,,
0,0,0.033,2,89,0,13.76061003,-13.76072,,0,0,189.3574149,-13.76072,,,,,
0,6,0.035,1,89,0,17.24513127,-11.245201,,36,6,126.4545455,-11.245201,,,,,
0,0,-0.001,3,89,0,12.79797875,-12.798129,,0,0,163.7921059,-12.798129,,,,,
0,35,0.015,0,89,0,22.35837315,12.641597,,1225,35,159.8099747,12.641597,,,,,
1,32,0.025,1,89,0,17.9806825,14.019248,,1024,32,196.5393145,14.019248,,,,,
0,17,0.031,3,89,0,10.38116747,6.6186825,,289,17,43.80695804,6.6186825,,,,,
3,22,0.023,1,89,0,18.1383006,3.8616294,,484,22,14.91218162,3.8616294,,,,,
0,14,0.039,2,89,0,13.34029499,0.659595,,196,14,0.435065564,0.659595,,,,,
0,17,0.000,0,89,0,23.4617,-6.46173,,289,17,41.75395459,-6.46173,,,,,
0,35,0.006,1,89,0,19.451785,15.548145,,1225,35,241.7448129,15.548145,,,,,
1,38,0.003,1,89,0,19.60940313,18.390527,,1444,38,338.2114833,18.390527,,,,,
1,0,0.007,0,89,0,22.93630625,-22.936336,,0,0,526.0755091,-22.936336,,,,,
0,12,0.003,0,89,0,23.19900313,-11.199033,,144,12,125.4183401,-11.199033,,,,,
1,31,0.012,1,89,0,18.97893059,12.020999,,961,31,144.504417,12.020999,,,,,
0,25,0.015,2,89,0,15.12663373,9.8732563,,625,25,97.48118997,9.8732563,,,,,
0,0,-0.002,2,89,0,16.44011812,-16.440228,,0,0,270.2810967,-16.440228,,,,,
0,26,0.019,1,89,0,18.40099753,7.5989325,,676,26,57.74377514,7.5989325,,,,,
0,0,0.016,3,89,0,11.48449439,-11.484644,,0,0,131.8970478,-11.484644,,,,,
0,0,0.013,0,89,0,22.51599125,-22.516021,,0,0,506.9712017,-22.516021,,,,,
0,4,0.007,0,89,0,22.93630625,-18.936336,,16,4,358.5848211,-18.936336,,,,,
0,21,0.001,1,89,0,19.76702125,1.2329087,,441,21,1.520063863,1.2329087,,,,,
1,5,-0.003,0,89,0,23.72439687,-18.724427,,25,5,350.6041665,-18.724427,,,,,
0,33,0.010,0,89,0,22.67360935,10.326361,,1089,33,106.6337315,10.326361,,,,,
0,2,0.017,3,89,0,11.37941563,-9.3795656,,4,2,87.97625084,-9.3795656,,,,,
1,11,0.020,0,89,0,21.93805812,-10.938088,,121,11,119.6417691,-10.938088,,,,,
0,6,0.002,2,89,0,16.12488188,-10.124992,,36,6,102.515463,-10.124992,,,,,
3,0,0.035,3,89,0,10.01339185,-10.013542,,0,0,100.2710234,-10.013542,,,,,
0,3,0.015,3,89,0,11.53703373,-8.5371838,,9,3,72.88350723,-8.5371838,,,,,
0,18,0.004,0,89,0,23.14646375,-5.1464938,,324,18,26.48639843,-5.1464938,,,,,
0,3,0.014,0,89,0,22.41091249,-19.410943,,9,3,376.7847081,-19.410943,,,,,
0,6,-0.010,0,89,0,24.19725125,-18.197281,,36,6,331.1410358,-18.197281,,,,,
0,30,-0.003,2,89,0,16.54519687,13.454693,,900,30,181.0287637,13.454693,,,,,
0,19,-0.006,2,89,0,16.702815,2.297075,,361,19,5.276553556,2.297075,,,,,
0,8,-0.010,0,89,0,24.24979065,-16.249821,,64,8,264.0566825,-16.249821,,,,,
0,5,0.013,0,89,0,22.46345191,-17.463482,,25,5,304.9732036,-17.463482,,,,,
0,19,0.020,3,89,0,11.16925812,7.8305919,,361,19,61.3181695,7.8305919,,,,,
0,32,0.025,1,89,0,17.9806825,14.019248,,1024,32,196.5393145,14.019248,,,,,
0,17,0.007,0,89,0,22.93630625,-5.9363363,,289,17,35.24008867,-5.9363363,,,,,
0,28,0.006,1,89,0,19.39924563,8.6006844,,784,28,73.97177215,8.6006844,,,,,
0,14,0.000,3,89,0,12.6929,1.30695,,196,14,1.708118303,1.30695,,,,,
3,8,0.038,0,89,0,20.62457375,-12.624604,,64,8,159.3806262,-12.624604,,,,,
1,26,-0.007,1,89,0,20.39749375,5.6024363,,676,26,31.3872925,5.6024363,,,,,
1,30,0.044,1,89,0,16.50958003,13.49035,,900,30,181.9895431,13.49035,,,,,
3,27,0.010,3,89,0,11.90480935,15.095041,,729,27,227.8602628,15.095041,,,,,
0,4,0.012,3,89,0,11.79973059,-7.7998806,,16,4,60.83813737,-7.7998806,,,,,
1,28,0.026,1,89,0,17.87560374,10.124326,,784,28,102.501977,10.124326,,,,,
3,4,0.038,0,89,0,20.57203441,-16.572064,,16,4,274.6333052,-16.572064,,,,,
1,5,-0.001,1,89,0,19.92463937,-14.924709,,25,5,222.7469387,-14.924709,,,,,
0,11,0.028,3,89,0,10.53878564,0.46106438,,121,11,0.212580363,0.46106438,,,,,
0,1,0.023,3,89,0,10.9591006,-9.9592506,,1,1,99.18667251,-9.9592506,,,,,
0,35,0.022,1,89,0,18.19084002,16.80909,,1225,35,282.5455066,16.80909,,,,,
1,9,0.009,0,89,0,22.77868812,-13.778718,,81,9,189.8530697,-13.778718,,,,,
3,34,0.065,2,89,0,11.39633815,22.603552,,1156,34,510.920563,22.603552,,,,,
1,2,0.018,0,89,0,22.09567622,-20.095706,,4,2,403.8373996,-20.095706,,,,,
0,0,0.003,3,89,0,12.4827425,-12.482893,,0,0,155.8226176,-12.482893,,,,,
0,29,0.023,3,89,0,10.9591006,18.040749,,841,29,325.4686245,18.040749,,,,,
3,22,0.016,1,89,0,18.66369439,3.3362356,,484,22,11.13046798,3.3362356,,,,,
0,6,0.000,3,89,0,12.6929,-6.69305,,36,6,44.7969183,-6.69305,,,,,
3,19,0.017,3,89,0,11.37941563,7.6204344,,361,19,58.07102044,7.6204344,,,,,
1,19,0.000,3,89,0,12.6929,6.30695,,361,19,39.7776183,6.30695,,,,,
1,19,-0.031,1,89,0,22.23637188,-3.2364419,,361,19,10.47455617,-3.2364419,,,,,
1,11,0.003,3,89,0,12.4827425,-1.4828925,,121,11,2.198970167,-1.4828925,,,,,
1,38,0.011,1,89,0,19.03147001,18.96846,,1444,38,359.8024748,18.96846,,,,,
3,30,0.013,1,89,0,18.92639125,11.073539,,900,30,122.623266,11.073539,,,,,
1,7,0.000,3,89,0,12.6929,-5.69305,,49,7,32.4108183,-5.69305,,,,,
0,26,0.009,1,89,0,19.18908812,6.8108419,,676,26,46.38756739,6.8108419,,,,,
0,5,0.003,3,89,0,12.4827425,-7.4828925,,25,5,55.99368017,-7.4828925,,,,,
0,14,0.051,2,89,0,12.39458624,1.6053038,,196,14,2.57700029,1.6053038,,,,,
0,21,0.005,3,89,0,12.32512438,8.6747256,,441,21,75.25086424,8.6747256,,,,,
0,11,0.005,3,89,0,12.32512438,-1.3252744,,121,11,1.756352235,-1.3252744,,,,,
0,17,0.025,3,89,0,10.8014825,6.1983675,,289,17,38.41975967,6.1983675,,,,,
0,0,0.047,3,89,0,9.120222517,-9.1203725,,0,0,83.18119454,-9.1203725,,,,,
0,24,0.019,1,89,0,18.45353688,5.5463931,,576,24,30.76247642,5.5463931,,,,,
1,26,0.029,1,89,0,17.66544622,8.3344838,,676,26,69.46362021,8.3344838,,,,,
0,6,0.022,2,89,0,14.65377936,-8.6538894,,36,6,74.88980175,-8.6538894,,,,,
3,0,0.015,3,89,0,11.58957315,-11.589723,,0,0,134.3216792,-11.589723,,,,,
1,0,-0.003,3,89,0,12.9030575,-12.903208,,0,0,166.4927767,-12.903208,,,,,
0,19,-0.008,3,89,0,13.27083313,5.7290169,,361,19,32.82163464,5.7290169,,,,,
3,37,0.017,1,89,0,18.55861563,18.441314,,1369,37,340.082062,18.441314,,,,,
0,7,0.008,1,89,0,19.2416275,-12.241698,,49,7,149.8591699,-12.241698,,,,,
3,29,0.003,2,89,0,16.0723425,12.927547,,841,29,167.1214714,12.927547,,,,,
1,19,0.019,3,89,0,11.27433688,7.7255131,,361,19,59.68355266,7.7255131,,,,,
0,3,0.019,3,89,0,11.22179753,-8.2219475,,9,3,67.60042069,-8.2219475,,,,,
3,32,0.004,1,89,0,19.55686375,12.443066,,1024,32,154.8298915,12.443066,,,,,
1,10,0.033,3,89,0,10.17101003,-0.17116,,100,10,0.029295746,-0.17116,,,,,
3,33,0.013,1,89,0,18.92639125,14.073539,,1089,33,198.0645,14.073539,,,,,
0,6,0.013,3,89,0,11.69465191,-5.6948019,,36,6,32.43076868,-5.6948019,,,,,
3,0,0.010,0,89,0,22.67360935,-22.673639,,0,0,514.0939055,-22.673639,,,,,
3,21,0.033,3,89,0,10.17101003,10.82884,,441,21,117.2637757,10.82884,,,,,
0,12,0.032,3,89,0,10.27608878,1.7237612,,144,12,2.971352675,1.7237612,,,,,
1,0,-0.008,2,88,0,16.9129725,-16.913083,,0,0,286.0523766,-16.913083,,,,,
1,32,0.015,2,90,0,15.17917315,16.820717,,1024,32,282.9365204,16.820717,,,,,
1,0,0.026,0,88,0,21.46520374,-21.465234,,0,0,460.7562707,-21.465234,,,,,
0,2,0.022,2,87,0,14.60124002,-12.60135,,4,2,158.7940218,-12.60135,,,,,
0,30,0.006,0,87,0,22.98884563,7.0111244,,900,30,49.15586535,7.0111244,,,,,
0,30,-0.015,1,87,0,21.02796627,8.9719638,,900,30,80.49613443,8.9719638,,,,,
0,8,-0.001,2,87,0,16.33503937,-8.3351494,,64,8,69.47471552,-8.3351494,,,,,
0,18,0.010,0,87,0,22.67360935,-4.6736394,,324,18,21.84290524,-4.6736394,,,,,
1,32,-0.001,1,87,0,19.97717875,12.022751,,1024,32,144.5465416,12.022751,,,,,
0,0,0.057,3,87,0,8.384671284,-8.3848212,,0,0,70.30522656,-8.3848212,,,,,
1,28,-0.001,0,87,0,23.56677875,4.4331913,,784,28,19.6531851,4.4331913,,,,,
1,3,-0.003,2,87,0,16.4926575,-13.492767,,9,3,182.0547613,-13.492767,,,,,
0,1,0.050,3,87,0,8.910065,-7.910215,,1,1,62.57150135,-7.910215,,,,,
0,9,-0.026,3,87,0,14.63685684,-5.6370069,,81,9,31.77584679,-5.6370069,,,,,
0,32,0.003,2,87,0,16.0723425,15.927547,,1024,32,253.6867534,15.927547,,,,,
1,0,0.017,3,87,0,11.43195497,-11.432105,,0,0,130.6930247,-11.432105,,,,,
1,11,0.006,1,87,0,19.39924563,-8.3993156,,121,11,70.54850255,-8.3993156,,,,,
1,25,0.004,1,87,0,19.55686375,5.4430663,,625,25,29.62697075,5.4430663,,,,,
0,3,0.038,2,87,0,13.44537375,-10.445484,,9,3,109.108136,-10.445484,,,,,
0,2,0.028,2,87,0,14.18092498,-12.181035,,4,2,148.3776137,-12.181035,,,,,
0,35,0.032,0,87,0,21.04488878,13.955081,,1225,35,194.7442857,13.955081,,,,,
0,27,0.006,0,87,0,23.041385,3.958585,,729,27,15.6703952,3.958585,,,,,
1,17,-0.004,0,87,0,23.77693625,-6.7769663,,289,17,45.92727223,-6.7769663,,,,,
0,41,0.018,0,87,0,22.09567622,18.904294,,1681,41,357.3723316,18.904294,,,,,
0,0,0.056,0,87,0,19.25854997,-19.25858,,0,0,370.8929036,-19.25858,,,,,
1,25,-0.002,2,87,0,16.44011812,8.5597719,,625,25,73.26969498,8.5597719,,,,,
1,1,0.006,2,87,0,15.80964563,-14.809756,,1,1,219.3288728,-14.809756,,,,,
0,13,0.003,2,87,0,16.0723425,-3.0724525,,169,13,9.439964365,-3.0724525,,,,,
1,15,0.006,0,87,0,23.041385,-8.041415,,225,15,64.6643552,-8.041415,,,,,
0,32,-0.013,0,87,0,24.45994809,7.5400219,,1024,32,56.85193025,7.5400219,,,,,
1,0,0.000,3,87,0,12.6929,-12.69305,,0,0,161.1135183,-12.69305,,,,,
0,10,0.026,0,87,0,21.46520374,-11.465234,,100,10,131.4515907,-11.465234,,,,,
1,12,-0.008,2,87,0,16.9129725,-4.9130825,,144,12,24.13837965,-4.9130825,,,,,
1,25,0.013,0,87,0,22.51599125,2.4839787,,625,25,6.170150182,2.4839787,,,,,
0,33,0.036,0,87,0,20.72965251,12.270318,,1089,33,150.5607038,12.270318,,,,,
1,10,0.029,3,87,0,10.48624622,-0.48639625,,100,10,0.236581312,-0.48639625,,,,,
0,23,0.012,3,87,0,11.79973059,11.200119,,529,23,125.4426656,11.200119,,,,,
0,3,0.006,2,87,0,15.862185,-12.862295,,9,3,165.4386327,-12.862295,,,,,
0,11,-0.009,2,87,0,16.96551188,-5.9656219,,121,11,35.58864465,-5.9656219,,,,,
1,5,0.001,3,87,0,12.58782125,-7.5879712,,25,5,57.57730693,-7.5879712,,,,,
0,20,-0.005,2,87,0,16.65027562,3.3496144,,400,20,11.21991663,3.3496144,,,,,
0,37,-0.004,0,87,0,23.77693625,13.223034,,1369,37,174.8486282,13.223034,,,,,
0,35,-0.004,0,87,0,23.77693625,11.223034,,1225,35,125.9564922,11.223034,,,,,
0,23,-0.008,2,87,0,16.86043313,6.1394569,,529,23,37.69293103,6.1394569,,,,,
0,36,-0.011,0,87,0,24.30232999,11.69764,,1296,36,136.8347816,11.69764,,,,,
1,9,-0.012,0,87,0,24.35486941,-15.354899,,81,9,235.7729233,-15.354899,,,,,
1,0,0.007,3,87,0,12.16750625,-12.167656,,0,0,148.0518525,-12.167656,,,,,
0,13,0.003,0,87,0,23.2515425,-10.251572,,169,13,105.0947285,-10.251572,,,,,
0,22,0.008,0,87,0,22.88376687,-0.88379688,,484,22,0.781096925,-0.88379688,,,,,
1,39,0.038,0,87,0,20.57203441,18.427936,,1521,39,339.5888252,18.427936,,,,,
1,29,0.024,0,87,0,21.62282184,7.3771481,,841,29,54.42231409,7.3771481,,,,,
0,21,0.024,0,88,0,21.67536126,-0.67539125,,441,21,0.456153341,-0.67539125,,,,,
0,14,0.010,2,87,0,15.54694875,-1.5470587,,196,14,2.393390621,-1.5470587,,,,,
3,0,0.042,3,90,0,9.487998133,-9.4881481,,0,0,90.02495437,-9.4881481,,,,,
0,4,0.006,3,90,0,12.272585,-8.272735,,16,4,68.43814438,-8.272735,,,,,
0,9,0.039,3,90,0,9.750694992,-0.750845,,81,9,0.563768214,-0.750845,,,,,
0,0,0.040,3,90,0,9.645616233,-9.6457662,,0,0,93.04080559,-9.6457662,,,,,
3,15,0.057,3,90,0,8.384671284,6.6151788,,225,15,43.76059056,6.6151788,,,,,
1,6,0.019,3,87,0,11.22179753,-5.2219475,,36,6,27.26873569,-5.2219475,,,,,
1,0,0.037,2,87,0,13.49791309,-13.498023,,0,0,182.1966249,-13.498023,,,,,
1,0,0.009,0,90,0,22.77868812,-22.778718,,0,0,518.8699937,-22.778718,,,,,
0,12,0.012,0,87,0,22.56853059,-10.568561,,144,12,111.6944816,-10.568561,,,,,
3,21,0.022,0,90,0,21.83297936,-0.83300938,,441,21,0.693904627,-0.83300938,,,,,
3,20,0.043,2,90,0,13.02505872,6.9748313,,400,20,48.64827166,6.9748313,,,,,
1,20,0.006,2,90,0,15.862185,4.137705,,400,20,17.12060267,4.137705,,,,,
0,16,-0.001,1,90,0,19.92463937,-3.9247094,,256,16,15.40334387,-3.9247094,,,,,
1,29,0.006,1,90,0,19.451785,9.548145,,841,29,91.16707294,9.548145,,,,,
0,4,-0.018,2,87,0,17.64852378,-13.648634,,16,4,186.2852101,-13.648634,,,,,
3,24,0.035,3,90,0,10.06593127,13.933919,,576,24,194.1540987,13.933919,,,,,
3,12,0.010,3,90,0,11.90480935,0.095040625,,144,12,0.00903272,0.095040625,,,,,
0,6,0.018,3,90,0,11.32687622,-5.3270263,,36,6,28.3772092,-5.3270263,,,,,
0,0,0.042,3,90,0,9.540537475,-9.5406875,,0,0,91.02471797,-9.5406875,,,,,
1,33,0.016,0,87,0,22.25329439,10.746676,,1089,33,115.491045,10.746676,,,,,
0,11,0.011,2,87,0,15.44187001,-4.44198,,121,11,19.73118632,-4.44198,,,,,
0,21,0.008,0,87,0,22.8312275,-1.8312575,,441,21,3.353504031,-1.8312575,,,,,
0,20,-0.007,0,87,0,23.98709375,-3.9871237,,400,20,15.8971554,-3.9871237,,,,,
0,33,-0.007,3,87,0,13.21829375,19.781556,,1089,33,391.3099578,19.781556,,,,,
0,0,-0.008,1,87,0,20.5025725,-20.502643,,0,0,420.35837,-20.502643,,,,,
1,0,0.007,3,87,0,12.16750625,-12.167656,,0,0,148.0518525,-12.167656,,,,,
0,31,0.003,0,87,0,23.19900313,7.8009669,,961,31,60.85508457,7.8009669,,,,,
1,7,-0.015,0,87,0,24.61756627,-17.617596,,49,7,310.3796888,-17.617596,,,,,
0,32,0.008,0,87,0,22.88376687,9.1162031,,1024,32,83.10515896,9.1162031,,,,,
0,0,0.036,1,87,0,17.14005251,-17.140123,,0,0,293.7838165,-17.140123,,,,,
1,33,-0.028,0,87,0,25.61581436,7.3841556,,1089,33,54.52575393,7.3841556,,,,,
0,33,-0.013,0,87,0,24.45994809,8.5400219,,1089,33,72.93197405,8.5400219,,,,,
0,0,-0.009,3,87,0,13.37591188,-13.376062,,0,0,178.9190346,-13.376062,,,,,
0,26,0.013,0,87,0,22.46345191,3.5365181,,676,26,12.50696027,3.5365181,,,,,
1,1,0.019,3,87,0,11.22179753,-10.221948,,1,1,104.4882209,-10.221948,,,,,
1,44,0.029,0,87,0,21.25504622,22.744924,,1936,44,517.3315678,22.744924,,,,,
0,12,0.021,1,87,0,18.29591878,-6.2959888,,144,12,39.63947497,-6.2959888,,,,,
1,28,0.038,0,87,0,20.57203441,7.4279356,,784,28,55.17422728,7.4279356,,,,,
0,31,-0.006,0,87,0,23.93455438,7.0654156,,961,31,49.9200976,7.0654156,,,,,
0,30,0.011,0,87,0,22.62107001,7.3789,,900,30,54.44816521,7.3789,,,,,
1,15,-0.008,0,87,0,24.0921725,-9.0922025,,225,15,82.6681463,-9.0922025,,,,,
0,13,-0.016,3,87,0,13.90130561,-0.90145562,,169,13,0.812622235,-0.90145562,,,,,
0,28,-0.014,0,87,0,24.51248751,3.4874825,,784,28,12.16253419,3.4874825,,,,,
0,12,0.017,1,87,0,18.55861563,-6.5586856,,144,12,43.0163568,-6.5586856,,,,,
1,14,0.028,0,90,0,21.36012498,-7.360155,,196,14,54.17188162,-7.360155,,,,,
0,10,0.017,3,87,0,11.37941563,-1.3795656,,100,10,1.903201245,-1.3795656,,,,,
0,16,-0.015,2,87,0,17.43836627,-1.4384762,,256,16,2.069213778,-1.4384762,,,,,
0,43,-0.010,0,87,0,24.19725125,18.802719,,1849,43,353.5422418,18.802719,,,,,
0,22,0.001,0,87,0,23.40916063,-1.4091906,,484,22,1.985818147,-1.4091906,,,,,
0,24,-0.004,0,87,0,23.77693625,0.22303375,,576,24,0.049744054,0.22303375,,,,,
0,1,-0.001,0,87,0,23.51423937,-22.514269,,1,1,506.8923086,-22.514269,,,,,
0,36,0.014,2,87,0,15.23171249,20.768178,,1296,36,431.3172174,20.768178,,,,,
0,32,-0.013,0,87,0,24.45994809,7.5400219,,1024,32,56.85193025,7.5400219,,,,,
1,0,0.000,3,87,0,12.6929,-12.69305,,0,0,161.1135183,-12.69305,,,,,
0,0,0.002,3,87,0,12.53528188,-12.535432,,0,0,157.1370554,-12.535432,,,,,
1,0,0.018,2,87,0,14.91647622,-14.916586,,0,0,222.5045379,-14.916586,,,,,
0,42,-0.003,0,87,0,23.72439687,18.275573,,1764,42,333.9965685,18.275573,,,,,
0,0,0.057,3,87,0,8.384671284,-8.3848212,,0,0,70.30522656,-8.3848212,,,,,
0,34,-0.008,0,87,0,24.03963313,9.9603369,,1156,34,99.20831116,9.9603369,,,,,
0,10,0.031,3,87,0,10.32862813,-0.32877812,,100,10,0.108095052,-0.32877812,,,,,
0,1,0.037,2,87,0,13.49791309,-12.498023,,1,1,156.2005789,-12.498023,,,,,
0,23,-0.004,0,87,0,23.77693625,-0.77696625,,529,23,0.603676554,-0.77696625,,,,,
0,0,0.010,2,87,0,15.49440935,-15.494519,,0,0,240.080119,-15.494519,,,,,
0,12,0.010,2,87,0,15.49440935,-3.4945194,,144,12,12.21166584,-3.4945194,,,,,
0,0,0.007,3,87,0,12.16750625,-12.167656,,0,0,148.0518525,-12.167656,,,,,
1,0,0.040,3,87,0,9.69815565,-9.6983056,,0,0,94.05713151,-9.6983056,,,,,
1,22,0.006,0,87,0,22.98884563,-0.98887563,,484,22,0.977875012,-0.98887563,,,,,
0,2,0.025,3,87,0,10.8014825,-8.8016325,,4,2,77.46873467,-8.8016325,,,,,
0,17,0.006,3,87,0,12.272585,4.727265,,289,17,22.34703438,4.727265,,,,,
0,30,0.017,0,87,0,22.20075497,7.799215,,900,30,60.82775462,7.799215,,,,,
0,32,0.062,0,87,0,18.78569559,13.214274,,1024,32,174.6170373,13.214274,,,,,
