"regression of strut rate vs. distance to hens, time from sunrise",,,,,,,,,,,,,,,,,
3,16,0.010,3,90,1,11.90480935,4.0950406,,256,16,16.76935752,4.0950406,,,,,
3,6,-0.004,3,90,1,13.00813625,-7.0082863,,36,6,49.11607686,-7.0082863,,,,,
1,0,0.051,3,90,1,8.804986242,-8.8051363,,0,0,77.53042526,-8.8051363,,,,,
3,32,0.035,1,90,1,17.24513127,14.754799,,1024,32,217.7040935,14.754799,,,,,
3,18,0.020,2,90,1,14.75885812,3.2410319,,324,18,10.50428778,3.2410319,,,,,
3,41,0.038,1,90,1,16.98243441,24.017496,,1681,41,576.8401141,24.017496,,,,,
3,24,0.057,1,90,1,15.56387128,8.4360588,,576,24,71.16708808,8.4360588,,,,,
3,7,0.035,3,90,1,10.01339185,-3.0135419,,49,7,9.081434783,-3.0135419,,,,,
3,0,0.009,3,90,1,12.00988812,-12.010038,,0,0,144.2410128,-12.010038,,,,,
1,17,0.018,1,90,1,18.50607622,-1.5061463,,289,17,2.268476677,-1.5061463,,,,,
3,30,0.049,1,90,1,16.19434376,13.805586,,900,30,190.5942048,13.805586,,,,,
3,38,0.028,1,90,1,17.71798564,20.281944,,1444,38,411.3572524,20.281944,,,,,
3,0,0.033,0,90,1,20.93981003,-20.93984,,0,0,438.4768992,-20.93984,,,,,
3,0,0.028,0,90,1,21.30758564,-21.307616,,0,0,454.0144996,-21.307616,,,,,
3,37,0.014,1,90,1,18.82131249,18.178618,,1369,37,330.4621524,18.178618,,,,,
3,1,0.034,3,90,1,10.11847061,-9.1186206,,1,1,83.14924165,-9.1186206,,,,,
1,0,0.049,3,90,1,9.015143758,-9.0152937,,0,0,81.2755205,-9.0152937,,,,,
1,0,-0.003,3,90,1,12.95559687,-12.955747,,0,0,167.8513803,-12.955747,,,,,
3,29,0.019,1,90,1,18.45353688,10.546393,,841,29,111.2264053,10.546393,,,,,
3,6,0.002,0,90,1,23.30408188,-17.304112,,36,6,299.4322921,-17.304112,,,,,
3,0,0.036,0,90,1,20.72965251,-20.729682,,0,0,429.7197158,-20.729682,,,,,
3,30,0.019,1,90,1,18.40099753,11.598933,,900,30,134.5352467,11.598933,,,,,
3,35,0.040,1,90,1,16.82481623,18.175114,,1225,35,330.3347689,18.175114,,,,,
3,21,0.049,2,90,1,12.60474376,8.3951462,,441,21,70.47847972,8.3951462,,,,,
0,20,-0.015,1,88,1,21.02796627,-1.0280362,,400,20,1.056858429,-1.0280362,,,,,
1,42,-0.024,3,88,1,14.47923874,27.520611,,1764,42,757.3840298,27.520611,,,,,
1,0,0.019,2,88,1,14.81139753,-14.811507,,0,0,219.3807396,-14.811507,,,,,
1,30,-0.007,0,88,1,23.98709375,6.0128762,,900,30,36.1546802,6.0128762,,,,,
1,31,0.006,0,88,1,23.041385,7.958585,,961,31,63.3390752,7.958585,,,,,
1,25,0.001,0,88,1,23.40916063,1.5908094,,625,25,2.530674547,1.5908094,,,,,
1,38,0.027,1,88,1,17.8230644,20.176866,,1444,38,407.1059216,20.176866,,,,,
1,11,0.001,0,88,1,23.35662125,-12.356651,,121,11,152.6868239,-12.356651,,,,,
1,36,-0.010,1,88,1,20.60765125,15.392279,,1296,36,236.9222528,15.392279,,,,,
1,36,0.008,1,88,1,19.29416687,16.705763,,1296,36,279.0825174,16.705763,,,,,
1,35,-0.004,1,88,1,20.18733625,14.812594,,1225,35,219.412941,14.812594,,,,,
1,0,0.002,0,88,1,23.30408188,-23.304112,,0,0,543.0816361,-23.304112,,,,,
1,43,-0.006,1,88,1,20.292415,22.707515,,1849,43,515.6312375,22.707515,,,,,
1,21,0.004,0,88,1,23.14646375,-2.1464937,,441,21,4.607435204,-2.1464937,,,,,
1,34,-0.016,0,88,1,24.67010561,9.3298644,,1156,34,87.04636972,9.3298644,,,,,
1,18,0.017,0,88,1,22.14821563,-4.1482456,,324,18,17.20794156,-4.1482456,,,,,
0,16,-0.014,1,87,1,20.92288751,-4.9229575,,256,16,24.23551055,-4.9229575,,,,,
0,0,-0.003,2,87,1,16.54519687,-16.545307,,0,0,273.7471837,-16.545307,,,,,
0,32,0.010,0,87,1,22.67360935,9.3263606,,1024,32,86.98100204,9.3263606,,,,,
0,39,-0.023,0,87,1,25.1954994,13.804471,,1521,39,190.5634196,13.804471,,,,,
0,0,-0.012,0,87,1,24.35486941,-24.354899,,0,0,593.1611053,-24.354899,,,,,
0,29,0.012,0,87,1,22.56853059,6.4314394,,841,29,41.36341276,6.4314394,,,,,
1,30,0.001,0,88,1,23.35662125,6.6433488,,900,30,44.13408328,6.6433488,,,,,
0,0,-0.001,2,87,1,16.38757875,-16.387689,,0,0,268.5563508,-16.387689,,,,,
1,22,-0.013,0,88,1,24.40740875,-2.4074387,,484,22,5.795761094,-2.4074387,,,,,
0,3,0.012,2,87,1,15.38933059,-12.389441,,9,3,153.4982483,-12.389441,,,,,
1,15,-0.001,0,88,1,23.56677875,-8.5668087,,225,15,73.3902113,-8.5668087,,,,,
1,0,-0.013,3,88,1,13.63860875,-13.638759,,0,0,186.0157471,-13.638759,,,,,
1,42,0.001,0,88,1,23.35662125,18.643349,,1764,42,347.5744619,18.643349,,,,,
1,22,-0.010,2,88,1,17.01805125,4.9818387,,484,22,24.81871683,4.9818387,,,,,
0,20,-0.006,0,87,1,23.882015,-3.882045,,400,20,15.07027338,-3.882045,,,,,
1,32,-0.007,0,88,1,23.98709375,8.0128762,,1024,32,64.206185,8.0128762,,,,,
0,4,0.011,0,88,1,22.62107001,-18.6211,,16,4,346.7453652,-18.6211,,,,,
0,0,0.000,0,88,1,23.4617,-23.46173,,0,0,550.4527746,-23.46173,,,,,
0,36,0.015,1,88,1,18.71623373,17.283696,,1296,36,298.7261474,17.283696,,,,,
0,8,0.011,0,88,1,22.62107001,-14.6211,,64,8,213.7765652,-14.6211,,,,,
0,0,0.029,3,88,1,10.48624622,-10.486396,,0,0,109.9645011,-10.486396,,,,,
0,34,-0.009,0,88,1,24.14471188,9.8552581,,1156,34,97.12611222,9.8552581,,,,,
0,4,0.018,0,88,1,22.09567622,-18.095706,,16,4,327.4545756,-18.095706,,,,,
0,39,0.001,0,88,1,23.40916063,15.590809,,1521,39,243.0733253,15.590809,,,,,
0,1,0.037,2,88,1,13.49791309,-12.498023,,1,1,156.2005789,-12.498023,,,,,
0,0,0.026,3,88,1,10.69640374,-10.696554,,0,0,114.4162675,-10.696554,,,,,
0,35,0.008,1,88,1,19.2416275,15.758302,,1225,35,248.3240819,15.758302,,,,,
0,30,0.008,0,88,1,22.8312275,7.1687425,,900,30,51.39086903,7.1687425,,,,,
0,8,-0.008,2,88,1,16.9129725,-8.9130825,,64,8,79.44303965,-8.9130825,,,,,
0,41,0.028,1,88,1,17.77052498,23.229405,,1681,41,539.6052567,23.229405,,,,,
0,8,0.005,2,87,1,15.91472438,-7.9148344,,64,8,62.64460358,-7.9148344,,,,,
0,0,0.031,3,88,1,10.32862813,-10.328778,,0,0,106.683655,-10.328778,,,,,
0,38,0.047,1,88,1,16.35196186,21.647968,,1444,38,468.6345185,21.647968,,,,,
0,35,0.030,0,88,1,21.20250688,13.797463,,1225,35,190.3699852,13.797463,,,,,
0,38,0.008,1,88,1,19.2416275,18.758302,,1444,38,351.8738939,18.758302,,,,,
0,27,0.017,0,88,1,22.14821563,4.8517544,,729,27,23.53952076,4.8517544,,,,,
0,18,0.008,3,88,1,12.0624275,5.9374225,,324,18,35.25298594,5.9374225,,,,,
0,34,0.015,1,88,1,18.76877315,15.231157,,1156,34,231.9881436,15.231157,,,,,
0,18,0.026,1,88,1,17.92814316,0.071786875,,324,18,0.005153355,0.071786875,,,,,
0,38,0.015,0,88,1,22.35837315,15.641597,,1444,38,244.6595567,15.641597,,,,,
0,42,0.007,1,88,1,19.34670625,22.653224,,1764,42,513.1685576,22.653224,,,,,
0,35,-0.017,3,88,1,14.00638437,20.993466,,1225,35,440.7256147,20.993466,,,,,
0,20,-0.004,0,88,1,23.77693625,-3.7769663,,400,20,14.26547443,-3.7769663,,,,,
0,10,0.032,3,88,1,10.27608878,-0.27623875,,100,10,0.076307847,-0.27623875,,,,,
0,11,0.040,0,87,1,20.41441623,-9.4144462,,121,11,88.63179725,-9.4144462,,,,,
0,16,0.017,0,88,1,22.14821563,-6.1482456,,256,16,37.80092396,-6.1482456,,,,,
0,3,-0.002,0,87,1,23.61931812,-20.619348,,9,3,425.1575119,-20.619348,,,,,
0,3,0.000,3,87,1,12.6929,-9.69305,,9,3,93.9552183,-9.69305,,,,,
0,18,0.058,0,87,1,19.10093187,-1.1009619,,324,18,1.212117105,-1.1009619,,,,,
0,37,0.010,0,87,1,22.72614875,14.273821,,1369,37,203.7419659,14.273821,,,,,
0,9,0.006,0,87,1,22.98884563,-13.988876,,81,9,195.6886517,-13.988876,,,,,
0,35,0.008,0,87,1,22.88376687,12.116203,,1225,35,146.8023751,12.116203,,,,,
0,43,-0.023,0,87,1,25.1954994,17.804471,,1849,43,316.9991876,17.804471,,,,,
0,0,0.018,3,87,1,11.32687622,-11.327026,,0,0,128.301518,-11.327026,,,,,
0,2,0.008,3,87,1,12.0624275,-10.062577,,4,2,101.2554559,-10.062577,,,,,
0,40,-0.017,0,87,1,24.77518437,15.224786,,1600,40,231.7941087,15.224786,,,,,
0,38,-0.002,0,87,1,23.61931812,14.380652,,1444,38,206.8031519,14.380652,,,,,
0,29,0.031,0,87,1,21.09742813,7.9025419,,841,29,62.45016848,7.9025419,,,,,
0,34,0.011,0,87,1,22.62107001,11.3789,,1156,34,129.4793652,11.3789,,,,,
0,34,0.008,1,87,1,19.29416687,14.705763,,1156,34,216.2594654,14.705763,,,,,
0,21,0.014,2,87,1,15.23171249,5.7681775,,441,21,33.27187167,5.7681775,,,,,
0,40,-0.021,0,87,1,25.03788122,14.962089,,1600,40,223.8641072,14.962089,,,,,
0,3,0.008,2,87,1,15.6520275,-12.652138,,9,3,160.076596,-12.652138,,,,,
0,39,-0.022,0,87,1,25.14295998,13.85701,,1521,39,192.0167261,13.85701,,,,,
0,39,-0.005,0,87,1,23.82947562,15.170494,,1521,39,230.1438882,15.170494,,,,,
0,0,0.006,2,87,1,15.80964563,-15.809756,,0,0,249.9483848,-15.809756,,,,,
0,10,0.001,3,87,1,12.58782125,-2.5879712,,100,10,6.697594932,-2.5879712,,,,,
1,5,0.028,1,87,1,17.77052498,-12.770595,,25,5,163.0880967,-12.770595,,,,,
0,34,0.024,0,87,1,21.67536126,12.324609,,1156,34,151.895987,12.324609,,,,,
1,1,0.026,0,87,1,21.46520374,-20.465234,,1,1,418.8258027,-20.465234,,,,,
0,21,0.001,3,87,1,12.58782125,8.4120287,,441,21,70.76222685,8.4120287,,,,,
0,18,0.015,2,87,1,15.12663373,2.8732562,,324,18,8.255601191,2.8732562,,,,,
0,38,-0.021,1,87,1,21.44828122,16.551649,,1444,38,273.9570846,16.551649,,,,,
0,16,0.001,0,87,1,23.35662125,-7.3566512,,256,16,54.12031688,-7.3566512,,,,,
0,7,0.017,0,87,1,22.14821563,-15.148246,,49,7,229.4693569,-15.148246,,,,,
0,22,0.033,0,87,1,20.99234937,1.0076206,,484,22,1.015299274,1.0076206,,,,,
0,8,-0.005,0,88,1,23.82947562,-15.829506,,64,8,250.5732602,-15.829506,,,,,
0,39,-0.017,0,87,1,24.77518437,14.224786,,1521,39,202.3445367,14.224786,,,,,
0,17,0.029,0,87,1,21.25504622,-4.2550763,,289,17,18.10567432,-4.2550763,,,,,
0,0,-0.006,3,87,1,13.113215,-13.113365,,0,0,171.9603416,-13.113365,,,,,
0,6,-0.009,2,87,1,16.96551188,-10.965622,,36,6,120.2448658,-10.965622,,,,,
0,7,0.004,3,87,1,12.37766375,-5.3778137,,49,7,28.92088019,-5.3778137,,,,,
0,35,-0.017,0,87,1,24.77518437,10.224786,,1225,35,104.5462487,10.224786,,,,,
0,32,-0.015,0,87,1,24.61756627,7.3824037,,1024,32,54.49988439,7.3824037,,,,,
0,36,0.001,0,87,1,23.35662125,12.643349,,1296,36,159.8542739,12.643349,,,,,
0,33,0.000,0,87,1,23.4617,9.53827,,1089,33,90.97859459,9.53827,,,,,
0,5,0.012,3,87,1,11.79973059,-6.7998806,,25,5,46.23837617,-6.7998806,,,,,
0,32,-0.009,0,87,1,24.14471188,7.8552581,,1024,32,61.70507982,7.8552581,,,,,
0,0,0.033,3,87,1,10.17101003,-10.17116,,0,0,103.4524957,-10.17116,,,,,
0,5,0.021,3,87,1,11.11671878,-6.1168688,,25,5,37.41608392,-6.1168688,,,,,
0,30,0.018,0,87,1,22.09567622,7.9042937,,900,30,62.4778589,7.9042937,,,,,
0,16,0.038,0,87,1,20.57203441,-4.5720644,,256,16,20.90377288,-4.5720644,,,,,
0,0,0.030,3,87,1,10.43370688,-10.433857,,0,0,108.8653719,-10.433857,,,,,
0,40,-0.010,0,87,1,24.24979065,15.750179,,1600,40,248.0681385,15.750179,,,,,
0,35,-0.024,0,87,1,25.24803874,9.7519313,,1225,35,95.10016408,9.7519313,,,,,
0,4,-0.012,0,87,1,24.35486941,-20.354899,,16,4,414.3219133,-20.354899,,,,,
0,43,0.015,0,87,1,22.30583373,20.694136,,1849,43,428.2472648,20.694136,,,,,
0,3,0.019,3,87,1,11.22179753,-8.2219475,,9,3,67.60042069,-8.2219475,,,,,
0,20,0.043,0,87,1,20.20425872,-0.20428875,,400,20,0.041733893,-0.20428875,,,,,
0,43,0.031,0,87,1,21.09742813,21.902542,,1849,43,479.7213461,21.902542,,,,,
0,29,-0.014,0,87,1,24.51248751,4.4874825,,841,29,20.13749919,4.4874825,,,,,
0,5,-0.001,2,87,1,16.33503937,-11.335149,,25,5,128.4856029,-11.335149,,,,,
0,34,-0.009,0,87,1,24.14471188,9.8552581,,1156,34,97.12611222,9.8552581,,,,,
0,35,-0.017,1,87,1,21.13304503,13.866885,,1225,35,192.2904996,13.866885,,,,,
0,18,0.031,0,87,1,21.09742813,-3.0974581,,324,18,9.594246681,-3.0974581,,,,,
0,0,0.008,2,87,1,15.70456687,-15.704677,,0,0,246.6368797,-15.704677,,,,,
0,40,0.003,1,88,1,19.60940313,20.390527,,1600,40,415.7735913,20.390527,,,,,
1,31,0.010,1,89,1,19.08400935,11.915921,,961,31,141.9891733,11.915921,,,,,
0,0,0.018,3,89,1,11.32687622,-11.327026,,0,0,128.301518,-11.327026,,,,,
0,24,0.024,0,89,1,21.67536126,2.3246087,,576,24,5.403805608,2.3246087,,,,,
1,27,0.038,1,89,1,17.03497375,9.9649563,,729,27,99.30035406,9.9649563,,,,,
1,0,0.010,0,89,1,22.72614875,-22.726179,,0,0,516.4792119,-22.726179,,,,,
0,14,0.010,1,89,1,19.13654875,-5.1366188,,196,14,26.3848527,-5.1366188,,,,,
0,13,0.015,3,89,1,11.58957315,1.4102769,,169,13,1.988880935,1.4102769,,,,,
0,33,0.046,1,89,1,16.40450128,16.595429,,1089,33,275.4082637,16.595429,,,,,
0,0,-0.006,3,89,1,13.16575438,-13.165904,,0,0,173.3410281,-13.165904,,,,,
1,26,0.024,1,89,1,18.08576126,7.9141687,,676,26,62.63406621,7.9141687,,,,,
3,29,0.003,1,89,1,19.60940313,9.3905269,,841,29,88.18199546,9.3905269,,,,,
0,0,0.005,3,89,1,12.32512438,-12.325274,,0,0,151.9123792,-12.325274,,,,,
1,26,0.025,1,89,1,17.9806825,8.0192475,,676,26,64.30833047,8.0192475,,,,,
1,1,0.017,0,89,1,22.14821563,-21.148246,,1,1,447.2483089,-21.148246,,,,,
0,43,0.010,1,89,1,19.08400935,23.915921,,1849,43,571.9712773,23.915921,,,,,
0,48,0.009,1,89,1,19.18908812,28.810842,,2304,48,830.0646167,28.810842,,,,,
0,37,0.014,1,89,1,18.82131249,18.178618,,1369,37,330.4621524,18.178618,,,,,
0,34,0.026,1,89,1,17.92814316,16.071787,,1156,34,258.3023374,16.071787,,,,,
0,35,0.013,1,89,1,18.87385191,16.126078,,1225,35,260.0503917,16.126078,,,,,
0,0,0.035,3,89,1,10.01339185,-10.013542,,0,0,100.2710234,-10.013542,,,,,
1,15,0.001,1,89,1,19.81956063,-4.8196306,,225,15,23.22883912,-4.8196306,,,,,
0,7,0.035,3,89,1,10.06593127,-3.0660812,,49,7,9.400853925,-3.0660812,,,,,
0,21,0.003,1,89,1,19.60940313,1.3905269,,441,21,1.93356506,1.3905269,,,,,
0,44,0.048,1,89,1,16.2468831,27.753047,,1936,44,770.2316178,27.753047,,,,,
1,18,-0.015,0,89,1,24.56502685,-6.5650569,,324,18,43.0999721,-6.5650569,,,,,
1,28,0.030,3,89,1,10.43370688,17.566143,,784,28,308.5693799,17.566143,,,,,
1,0,0.003,0,89,1,23.2515425,-23.251573,,0,0,540.635647,-23.251573,,,,,
1,40,-0.010,1,89,1,20.60765125,19.392279,,1600,40,376.0604848,19.392279,,,,,
1,28,0.011,1,89,1,19.03147001,8.96846,,784,28,80.43327477,8.96846,,,,,
1,14,0.001,3,89,1,12.64036063,1.3594894,,196,14,1.848211429,1.3594894,,,,,
0,36,0.009,1,88,1,19.18908812,16.810842,,1296,36,282.6044087,16.810842,,,,,
3,42,0.015,1,89,1,18.76877315,23.231157,,1764,42,539.6866556,23.231157,,,,,
1,0,0.003,3,89,1,12.43020313,-12.430353,,0,0,154.5136757,-12.430353,,,,,
1,13,0.052,3,89,1,8.7524469,4.2474031,,169,13,18.04043309,4.2474031,,,,,
1,0,0.024,3,89,1,10.90656126,-10.906711,,0,0,118.9563448,-10.906711,,,,,
1,0,0.057,2,89,1,11.97427128,-11.974381,,0,0,143.3858003,-11.974381,,,,,
1,34,0.015,1,89,1,18.76877315,15.231157,,1156,34,231.9881436,15.231157,,,,,
0,21,0.024,2,89,1,14.49616126,6.5037287,,441,21,42.298487,6.5037287,,,,,
0,31,-0.004,1,89,1,20.18733625,10.812594,,961,31,116.912189,10.812594,,,,,
1,11,0.023,3,89,1,10.9591006,0.040749375,,121,11,0.001660512,0.040749375,,,,,
0,1,0.042,2,89,1,13.07759813,-12.077708,,1,1,145.8710305,-12.077708,,,,,
0,12,0.034,0,89,1,20.88727061,-8.8873006,,144,12,78.98411195,-8.8873006,,,,,
1,34,-0.003,1,89,1,20.13479687,13.865133,,1156,34,192.2419131,13.865133,,,,,
0,47,0.015,1,89,1,18.71623373,28.283696,,2209,47,799.9674594,28.283696,,,,,
0,43,0.018,1,89,1,18.50607622,24.493854,,1849,43,599.9488838,24.493854,,,,,
0,36,0.011,1,89,1,19.03147001,16.96846,,1296,36,287.9286348,16.96846,,,,,
0,31,-0.016,0,88,1,24.67010561,6.3298644,,961,31,40.06718332,6.3298644,,,,,
0,16,0.015,3,89,1,11.53703373,4.4628163,,256,16,19.91672933,4.4628163,,,,,
3,24,0.012,2,89,1,15.38933059,8.6105594,,576,24,74.14173318,8.6105594,,,,,
0,17,0.074,3,89,1,7.123726258,9.8761237,,289,17,97.53781934,9.8761237,,,,,
0,31,0.053,1,89,1,15.82656814,15.173362,,961,31,230.2309144,15.173362,,,,,
0,8,0.004,0,89,1,23.14646375,-15.146494,,64,8,229.4162805,-15.146494,,,,,
0,5,0.003,0,89,1,23.19900313,-18.199033,,25,5,331.2048021,-18.199033,,,,,
0,23,0.033,3,89,1,10.17101003,12.82884,,529,23,164.5791357,12.82884,,,,,
1,36,-0.009,1,89,1,20.55511188,15.444818,,1296,36,238.5424031,15.444818,,,,,
0,16,0.017,3,89,1,11.43195497,4.567895,,256,16,20.86566473,4.567895,,,,,
3,24,0.014,3,89,1,11.64211249,12.357738,,576,24,152.7136885,12.357738,,,,,
0,10,0.033,0,89,1,20.93981003,-10.93984,,100,10,119.6800992,-10.93984,,,,,
1,37,-0.004,1,89,1,20.18733625,16.812594,,1369,37,282.663317,16.812594,,,,,
1,19,-0.001,2,89,1,16.38757875,2.6123112,,361,19,6.824169806,2.6123112,,,,,
0,33,0.003,2,88,1,16.01980313,16.980087,,1089,33,288.3233545,16.980087,,,,,
0,19,0.005,3,89,1,12.32512438,6.6747256,,361,19,44.55196184,6.6747256,,,,,
0,14,-0.006,3,88,1,13.113215,0.886635,,196,14,0.786121623,0.886635,,,,,
0,40,0.008,1,88,1,19.2416275,20.758302,,1600,40,430.9071019,20.758302,,,,,
0,5,0.004,2,88,1,15.96726375,-10.967374,,25,5,120.2832925,-10.967374,,,,,
0,32,0.000,0,88,1,23.4617,8.53827,,1024,32,72.90205459,8.53827,,,,,
0,0,0.040,0,88,1,20.41441623,-20.414446,,0,0,416.7496055,-20.414446,,,,,
0,4,0.012,0,88,1,22.56853059,-18.568561,,16,4,344.7914576,-18.568561,,,,,
0,31,-0.008,2,88,1,16.9129725,14.086918,,961,31,198.4412587,14.086918,,,,,
0,11,0.012,3,88,1,11.79973059,-0.79988063,,121,11,0.639809022,-0.79988063,,,,,
0,16,0.001,1,88,1,19.81956063,-3.8196306,,256,16,14.58957792,-3.8196306,,,,,
0,41,0.002,1,88,1,19.71448188,21.285448,,1681,41,453.0702966,21.285448,,,,,
0,11,0.013,0,88,1,22.46345191,-11.463482,,121,11,131.4114196,-11.463482,,,,,
0,12,0.024,0,88,1,21.67536126,-9.6753913,,144,12,93.61319681,-9.6753913,,,,,
0,4,-0.008,1,88,1,20.45003313,-16.450103,,16,4,270.6058887,-16.450103,,,,,
0,2,0.017,0,88,1,22.14821563,-20.148246,,4,2,405.9518169,-20.148246,,,,,
0,32,0.022,0,88,1,21.78044002,10.21953,,1024,32,104.4387934,10.21953,,,,,
0,45,0.014,1,88,1,18.82131249,26.178618,,2025,45,685.3200404,26.178618,,,,,
0,36,0.014,0,88,1,22.41091249,13.589057,,1296,36,184.6624701,13.589057,,,,,
0,9,-0.009,0,88,1,24.14471188,-15.144742,,81,9,229.3632102,-15.144742,,,,,
0,29,0.018,2,88,1,14.91647622,14.083414,,841,29,198.3425499,14.083414,,,,,
0,31,-0.003,1,88,1,20.13479687,10.865133,,961,31,118.0511151,10.865133,,,,,
0,33,0.019,1,88,1,18.40099753,14.598933,,1089,33,213.1288447,14.598933,,,,,
0,35,-0.004,0,88,1,23.77693625,11.223034,,1225,35,125.9564922,11.223034,,,,,
0,3,0.010,3,88,1,11.90480935,-8.9049594,,9,3,79.29830192,-8.9049594,,,,,
0,35,0.024,0,88,1,21.67536126,13.324609,,1225,35,177.545205,13.324609,,,,,
0,1,0.038,3,88,1,9.803234409,-8.8033844,,1,1,77.49957689,-8.8033844,,,,,
0,36,-0.012,0,88,1,24.35486941,11.645101,,1296,36,135.6083773,11.645101,,,,,
0,9,0.021,3,88,1,11.11671878,-2.1168688,,81,9,4.481133516,-2.1168688,,,,,
0,0,-0.015,0,88,1,24.61756627,-24.617596,,0,0,606.0260328,-24.617596,,,,,
0,0,-0.009,0,88,1,24.14471188,-24.144742,,0,0,582.9685662,-24.144742,,,,,
0,22,-0.001,1,88,1,19.92463937,2.0752906,,484,22,4.306831074,2.0752906,,,,,
0,37,0.000,1,88,1,19.8721,17.12783,,1369,37,293.3625605,17.12783,,,,,
0,26,-0.019,0,88,1,24.88026313,1.1197069,,676,26,1.253743542,1.1197069,,,,,
0,40,0.009,1,88,1,19.18908812,20.810842,,1600,40,433.0911447,20.810842,,,,,
0,18,0.024,0,88,1,21.67536126,-3.6753913,,324,18,13.50850121,-3.6753913,,,,,
0,4,0.008,0,88,1,22.8312275,-18.831257,,16,4,354.6162402,-18.831257,,,,,
0,31,-0.020,1,88,1,21.39574188,9.6041881,,961,31,92.24042906,9.6041881,,,,,
0,5,0.013,2,88,1,15.33679125,-10.336901,,25,5,106.8515223,-10.336901,,,,,
0,15,0.019,3,88,1,11.22179753,3.7780525,,225,15,14.27368069,3.7780525,,,,,
0,34,0.006,1,88,1,19.451785,14.548145,,1156,34,211.6485229,14.548145,,,,,
0,33,-0.003,0,88,1,23.72439687,9.2755731,,1089,33,86.03625633,9.2755731,,,,,
0,37,0.019,1,88,1,18.45353688,18.546393,,1369,37,343.9686933,18.546393,,,,,
0,32,-0.001,0,88,1,23.56677875,8.4331913,,1024,32,71.1187155,8.4331913,,,,,
0,4,0.013,0,88,1,22.46345191,-18.463482,,16,4,340.9001676,-18.463482,,,,,
0,35,-0.017,0,88,1,24.77518437,10.224786,,1225,35,104.5462487,10.224786,,,,,
0,37,0.003,1,88,1,19.60940313,17.390527,,1369,37,302.4304293,17.390527,,,,,
0,31,0.003,0,88,1,23.2515425,7.7484275,,961,31,60.03812872,7.7484275,,,,,
0,31,-0.017,1,88,1,21.18558437,9.8143456,,961,31,96.32137956,9.8143456,,,,,
0,33,-0.007,0,88,1,23.98709375,9.0128762,,1089,33,81.2319374,9.0128762,,,,,
0,22,0.006,1,88,1,19.451785,2.548145,,484,22,6.493042941,2.548145,,,,,
0,4,-0.006,0,88,1,23.882015,-19.882045,,16,4,395.2957134,-19.882045,,,,,
0,0,-0.003,2,88,1,16.54519687,-16.545307,,0,0,273.7471837,-16.545307,,,,,
0,9,-0.015,0,88,1,24.56502685,-15.565057,,81,9,242.2709994,-15.565057,,,,,
0,31,-0.005,0,88,1,23.82947562,7.1704944,,961,31,51.41598994,7.1704944,,,,,
0,13,0.006,0,88,1,22.98884563,-9.9888756,,169,13,99.77763575,-9.9888756,,,,,
0,37,0.024,1,88,1,18.03322184,18.966708,,1369,37,359.7360124,18.966708,,,,,
0,22,0.019,1,88,1,18.40099753,3.5989325,,484,22,12.95231514,3.5989325,,,,,
0,22,0.027,1,88,1,17.8230644,4.1768656,,484,22,17.44620624,4.1768656,,,,,
0,39,0.015,1,88,1,18.71623373,20.283696,,1521,39,411.4283234,20.283696,,,,,
0,5,0.031,0,88,1,21.09742813,-16.097458,,25,5,259.1281541,-16.097458,,,,,
0,2,0.015,0,88,1,22.30583373,-20.305864,,4,2,412.3281128,-20.305864,,,,,
3,28,0.026,1,90,1,17.87560374,10.124326,,784,28,102.501977,10.124326,,,,,
,,,,,,,,sums,179911,5805,51925.25269,593.5067815,,,,,
,,,,,,,,squares,,33698025,,352250.2997,,,,,
,,,,,,,,average,,20.65836299,,2.112123778,,,,,
,,,,,,,,,281,,,,,,,,
